Unnamed: 0,Official Core Consumer Price Index Train,Energy Price Index Train,Food Price Index Train,Headline Consumer Price Index Train,Producer Price Index Train,Petrol Train,Diesel Train,Official Core Consumer Price Index Test,Energy Price Index Test,Food Price Index Test,Headline Consumer Price Index Test,Producer Price Index Test,Petrol Test,Diesel Test,Official Core Consumer Price Index Prediction,Energy Price Index Prediction,Food Price Index Prediction,Headline Consumer Price Index Prediction,Producer Price Index Prediction,Petrol Prediction,Diesel Prediction
2003-01-01,0.1078921078921077,-0.2909090909090909,0.0743759551706569,0.1444942700548081,0.0227607096495023,-1.279750105124048,-1.3254878414890414,,,,,,,,,,,,,,
2003-02-01,0.1118881118881117,-0.2545454545454545,0.084564442180336,0.1484803188839061,0.0315880571181304,-1.2659338018862272,-1.312638847193034,,,,,,,,,,,,,,
2003-03-01,0.1158841158841158,-0.2545454545454545,0.0906775343861437,0.1544593921275535,0.0352228472522716,-1.2659338018862272,-1.312638847193034,,,,,,,,,,,,,,
2003-04-01,0.1218781218781217,-0.2727272727272727,0.0947529291900151,0.1624314897857497,0.0227607096495023,-1.3178350453535186,-1.3604323026118272,,,,,,,,,,,,,,
2003-05-01,0.1238761238761239,-0.3090909090909091,0.1029037187977584,0.1624314897857497,0.0173950670705321,-1.3150117138223116,-1.3513059141398969,,,,,,,,,,,,,,
2003-06-01,0.1218781218781217,-0.3272727272727272,0.096790626591951,0.1604384653712007,0.0122025097360449,-1.3150117138223116,-1.3513059141398969,,,,,,,,,,,,,,
2003-07-01,0.1198801198801199,-0.3090909090909091,0.0947529291900151,0.1584454409566514,0.0156642146257031,-1.3287679461764896,-1.3640948664064836,,,,,,,,,,,,,,
2003-08-01,0.1258741258741258,-0.2909090909090909,0.096790626591951,0.1624314897857497,0.0210298572046731,-1.288640595903167,-1.3336535574902422,,,,,,,,,,,,,,
2003-09-01,0.1298701298701298,-0.3090909090909091,0.1069791136016301,0.1664175386148479,0.0139333621808739,-1.302577040908273,-1.346982888021614,,,,,,,,,,,,,,
2003-10-01,0.1318681318681318,-0.3090909090909091,0.1110545084055018,0.1684105630293968,0.0227607096495023,-1.266594581606297,-1.3134193935755016,,,,,,,,,,,,,,
2003-11-01,0.1318681318681318,-0.3090909090909091,0.1151299032093732,0.1684105630293968,0.0281263522284725,-1.281071664564187,-1.325207645351745,,,,,,,,,,,,,,
2003-12-01,0.1358641358641358,-0.3090909090909091,0.1192052980132449,0.172396611858495,0.0298572046733015,-1.2673755030936518,-1.310477334133893,,,,,,,,,,,,,,
2004-01-01,0.1258741258741258,-0.2727272727272727,0.1151299032093732,0.1664175386148479,0.0244915620943313,-1.2095272421457333,-1.250495346742719,,,,,,,,,,,,,,
2004-02-01,0.1298701298701298,-0.2909090909090909,0.1192052980132449,0.1704035874439461,0.0227607096495023,-1.2289301375623247,-1.2779945962173511,,,,,,,,,,,,,,
2004-03-01,0.1318681318681318,-0.3272727272727272,0.1192052980132449,0.172396611858495,0.0298572046733015,-1.2305320277927967,-1.279255478835183,,,,,,,,,,,,,,
2004-04-01,0.1378621378621377,-0.3454545454545454,0.1151299032093732,0.1783756851021422,0.0298572046733015,-1.1832161951102311,-1.2311017712398669,,,,,,,,,,,,,,
2004-05-01,0.1418581418581417,-0.2909090909090909,0.1192052980132449,0.1843547583457897,0.0440501947209,-1.1715023727999052,-1.2242569798859189,,,,,,,,,,,,,,
2004-06-01,0.1418581418581417,-0.2727272727272727,0.1090168110035658,0.1843547583457897,0.0352228472522716,-1.1293566408361877,-1.1807865505854087,,,,,,,,,,,,,,
2004-07-01,0.1378621378621377,-0.2909090909090909,0.0988283239938867,0.1803687095166915,0.042146257031588,-1.1365811657756166,-1.1967977584309004,,,,,,,,,,,,,,
2004-08-01,0.1418581418581417,-0.2909090909090909,0.096790626591951,0.1843547583457897,0.0580700995240153,-1.1440619931519205,-1.1914500150105063,,,,,,,,,,,,,,
2004-09-01,0.1438561438561439,-0.3272727272727272,0.0988283239938867,0.1843547583457897,0.0757247944612721,-1.1606896137442195,-1.2073491444010798,,,,,,,,,,,,,,
2004-10-01,0.1458541458541458,-0.3090909090909091,0.1029037187977584,0.1883408071748876,0.104110774556469,-1.1090286538114988,-1.1486040228159702,,,,,,,,,,,,,,
2004-11-01,0.1478521478521477,-0.2727272727272727,0.1090168110035658,0.1923268560039858,0.102206836867157,-1.0917282393224017,-1.1152206544581194,,,,,,,,,,,,,,
2004-12-01,0.1578421578421577,-0.2181818181818181,0.1192052980132449,0.198305929247633,0.0899177845088704,-1.1717827035902375,-1.1964375062543768,,,,,,,,,,,,,,
2005-01-01,0.1458541458541458,-0.2363636363636363,0.1212429954151809,0.1923268560039858,0.104110774556469,-1.1298732504355151,-1.1011708195737004,,,,,,,,,,,,,,
